Bid_No,Units,Unit_Price,Total_Price,Win,MSRP,Unit_Cost
536,24,"$21,877","$525,060",0,"$25,000",15000
537,12,"$16,665","$199,983",1,"$25,000",15000
538,23,"$15,329","$352,562",1,"$25,000",15000
539,19,"$20,197","$383,752",0,"$25,000",15000
540,11,"$17,800","$195,799",1,"$25,000",15000
541,32,"$21,463","$686,808",0,"$25,000",15000
542,11,"$21,812","$239,934",0,"$25,000",15000
543,20,"$19,406","$388,123",0,"$25,000",15000
544,19,"$21,812","$414,421",0,"$25,000",15000
545,18,"$15,377","$276,781",1,"$25,000",15000
546,13,"$18,356","$238,628",1,"$25,000",15000
547,11,"$19,735","$217,080",0,"$25,000",15000
548,23,"$16,062","$369,423",1,"$25,000",15000
549,22,"$17,576","$386,677",1,"$25,000",15000
550,23,"$16,861","$387,804",1,"$25,000",15000
551,26,"$17,695","$460,061",1,"$25,000",15000
552,15,"$22,318","$334,769",0,"$25,000",15000
553,26,"$17,998","$467,944",0,"$25,000",15000
554,10,"$16,860","$168,600",1,"$25,000",15000
555,22,"$21,340","$469,484",0,"$25,000",15000
556,26,"$19,385","$504,010",0,"$25,000",15000
557,25,"$20,822","$520,550",0,"$25,000",15000
558,26,"$20,142","$523,700",0,"$25,000",15000
559,31,"$19,882","$616,339",1,"$25,000",15000
560,45,"$21,305","$958,737",0,"$25,000",15000
561,19,"$21,099","$400,873",0,"$25,000",15000
562,20,"$20,977","$419,540",0,"$25,000",15000
563,11,"$15,802","$173,825",1,"$25,000",15000
564,19,"$17,213","$327,054",1,"$25,000",15000
565,10,"$16,273","$162,732",1,"$25,000",15000
566,41,"$15,703","$643,803",1,"$25,000",15000
567,31,"$19,521","$605,144",0,"$25,000",15000
568,38,"$15,850","$602,284",1,"$25,000",15000
569,16,"$17,940","$287,037",0,"$25,000",15000
570,30,"$20,925","$627,762",0,"$25,000",15000
571,32,"$16,786","$537,151",0,"$25,000",15000
572,12,"$15,993","$191,919",0,"$25,000",15000
573,17,"$21,681","$368,578",0,"$25,000",15000
574,20,"$16,983","$339,663",1,"$25,000",15000
575,16,"$18,961","$303,370",1,"$25,000",15000
576,26,"$19,687","$511,865",0,"$25,000",15000
577,10,"$17,525","$175,246",1,"$25,000",15000
578,13,"$16,085","$209,104",1,"$25,000",15000
579,36,"$18,874","$679,460",0,"$25,000",15000
580,25,"$17,332","$433,290",1,"$25,000",15000
581,30,"$21,379","$641,367",0,"$25,000",15000
582,12,"$20,009","$240,112",0,"$25,000",15000
583,19,"$19,242","$365,592",1,"$25,000",15000
584,34,"$19,819","$673,845",0,"$25,000",15000
585,19,"$20,993","$398,876",1,"$25,000",15000
586,30,"$15,539","$466,155",1,"$25,000",15000
587,20,"$16,908","$338,158",1,"$25,000",15000
588,12,"$18,896","$226,747",1,"$25,000",15000
589,10,"$21,586","$215,862",0,"$25,000",15000
590,25,"$16,586","$414,648",0,"$25,000",15000
591,27,"$20,392","$550,586",0,"$25,000",15000
592,17,"$22,462","$381,855",0,"$25,000",15000
593,24,"$19,802","$475,238",1,"$25,000",15000
594,26,"$18,909","$491,646",0,"$25,000",15000
595,13,"$15,133","$196,726",1,"$25,000",15000
596,12,"$19,354","$232,254",0,"$25,000",15000
597,17,"$17,700","$300,896",1,"$25,000",15000
598,21,"$20,094","$421,972",0,"$25,000",15000
599,19,"$16,496","$313,427",1,"$25,000",15000
600,14,"$18,700","$261,802",1,"$25,000",15000
601,25,"$15,927","$398,184",0,"$25,000",15000
602,19,"$16,739","$318,043",0,"$25,000",15000
603,12,"$18,812","$225,745",1,"$25,000",15000
604,15,"$19,435","$291,527",0,"$25,000",15000
605,14,"$16,781","$234,939",1,"$25,000",15000
606,23,"$19,121","$439,781",0,"$25,000",15000
607,10,"$19,441","$194,412",0,"$25,000",15000
608,10,"$19,895","$198,951",0,"$25,000",15000
609,11,"$15,609","$171,697",1,"$25,000",15000
610,32,"$21,307","$681,822",0,"$25,000",15000
611,16,"$17,721","$283,534",1,"$25,000",15000
612,34,"$22,307","$758,441",0,"$25,000",15000
613,11,"$19,830","$218,127",0,"$25,000",15000
614,28,"$16,600","$464,800",1,"$25,000",15000
615,41,"$17,821","$730,676",1,"$25,000",15000
616,16,"$19,990","$319,846",0,"$25,000",15000
617,35,"$17,647","$617,651",0,"$25,000",15000
618,17,"$19,155","$325,630",0,"$25,000",15000
619,30,"$19,233","$576,988",0,"$25,000",15000
620,16,"$17,363","$277,803",1,"$25,000",15000
621,27,"$15,945","$430,512",1,"$25,000",15000
622,29,"$15,611","$452,715",1,"$25,000",15000
623,37,"$15,055","$557,053",0,"$25,000",15000
624,11,"$19,975","$219,725",0,"$25,000",15000
625,15,"$18,416","$276,246",0,"$25,000",15000
626,37,"$16,759","$620,094",1,"$25,000",15000
627,21,"$22,413","$470,680",0,"$25,000",15000
628,10,"$19,937","$199,373",0,"$25,000",15000
629,11,"$18,070","$198,772",1,"$25,000",15000
630,28,"$16,059","$449,647",1,"$25,000",15000
631,39,"$20,161","$786,291",0,"$25,000",15000
632,19,"$18,083","$343,586",1,"$25,000",15000
633,31,"$17,080","$529,467",0,"$25,000",15000
634,17,"$17,054","$289,910",1,"$25,000",15000
635,18,"$19,856","$357,404",0,"$25,000",15000
636,15,"$15,289","$229,333",1,"$25,000",15000
637,13,"$21,268","$276,479",0,"$25,000",15000
638,17,"$21,423","$364,190",0,"$25,000",15000
639,16,"$21,337","$341,385",1,"$25,000",15000
640,14,"$20,792","$291,083",1,"$25,000",15000
641,19,"$20,534","$390,139",0,"$25,000",15000
642,17,"$20,687","$351,679",0,"$25,000",15000
643,22,"$17,016","$374,345",1,"$25,000",15000
644,16,"$16,446","$263,138",1,"$25,000",15000
645,21,"$21,819","$458,204",0,"$25,000",15000
646,10,"$18,179","$181,791",0,"$25,000",15000
647,11,"$17,944","$197,383",0,"$25,000",15000
648,11,"$21,981","$241,789",0,"$25,000",15000
649,19,"$15,562","$295,670",1,"$25,000",15000
650,18,"$20,763","$373,735",0,"$25,000",15000
651,13,"$17,746","$230,694",0,"$25,000",15000
652,12,"$22,389","$268,669",0,"$25,000",15000
653,20,"$15,032","$300,646",1,"$25,000",15000
654,16,"$21,959","$351,340",0,"$25,000",15000
655,26,"$20,052","$521,346",0,"$25,000",15000
656,43,"$20,383","$876,459",0,"$25,000",15000
657,13,"$22,471","$292,128",0,"$25,000",15000
658,24,"$17,545","$421,075",0,"$25,000",15000
659,18,"$21,564","$388,156",0,"$25,000",15000
660,21,"$18,175","$381,669",0,"$25,000",15000
661,14,"$21,323","$298,526",0,"$25,000",15000
662,28,"$21,594","$604,625",1,"$25,000",15000
663,30,"$21,020","$630,603",0,"$25,000",15000
664,16,"$18,886","$302,181",0,"$25,000",15000
665,26,"$20,396","$530,296",0,"$25,000",15000
666,14,"$21,735","$304,285",0,"$25,000",15000
667,12,"$19,336","$232,032",1,"$25,000",15000
668,23,"$18,297","$420,827",1,"$25,000",15000
669,27,"$22,494","$607,346",0,"$25,000",15000
670,24,"$19,764","$474,338",0,"$25,000",15000
671,10,"$18,485","$184,847",1,"$25,000",15000
672,22,"$15,190","$334,175",1,"$25,000",15000
673,21,"$21,165","$444,460",0,"$25,000",15000
674,19,"$16,941","$321,881",0,"$25,000",15000
675,31,"$15,900","$492,898",1,"$25,000",15000
676,20,"$20,121","$402,415",0,"$25,000",15000
677,17,"$17,365","$295,209",0,"$25,000",15000
678,26,"$19,186","$498,849",1,"$25,000",15000
679,20,"$15,160","$303,197",0,"$25,000",15000
680,16,"$16,338","$261,412",1,"$25,000",15000
681,24,"$21,178","$508,280",0,"$25,000",15000
682,19,"$20,244","$384,639",0,"$25,000",15000
683,11,"$19,061","$209,666",0,"$25,000",15000
684,26,"$15,558","$404,501",1,"$25,000",15000
685,16,"$17,081","$273,294",0,"$25,000",15000
686,22,"$19,653","$432,373",1,"$25,000",15000
687,22,"$17,872","$393,176",0,"$25,000",15000
688,13,"$18,686","$242,915",1,"$25,000",15000
689,28,"$17,672","$494,803",1,"$25,000",15000
690,34,"$18,351","$623,944",0,"$25,000",15000
691,13,"$16,526","$214,838",1,"$25,000",15000
692,10,"$21,692","$216,918",0,"$25,000",15000
693,12,"$19,385","$232,620",0,"$25,000",15000
694,18,"$17,375","$312,755",1,"$25,000",15000
695,38,"$16,368","$621,965",1,"$25,000",15000
696,27,"$17,763","$479,610",0,"$25,000",15000
697,20,"$22,419","$448,384",0,"$25,000",15000
698,15,"$19,156","$287,341",0,"$25,000",15000
699,24,"$22,206","$532,932",0,"$25,000",15000
700,26,"$19,471","$506,239",0,"$25,000",15000
701,10,"$16,646","$166,461",1,"$25,000",15000
702,12,"$19,258","$231,099",0,"$25,000",15000
703,14,"$17,811","$249,349",1,"$25,000",15000
704,20,"$15,270","$305,403",0,"$25,000",15000
705,11,"$18,272","$200,989",0,"$25,000",15000
706,27,"$19,572","$528,431",1,"$25,000",15000
707,32,"$20,826","$666,437",0,"$25,000",15000
708,11,"$17,907","$196,978",0,"$25,000",15000
709,13,"$21,871","$284,317",0,"$25,000",15000
710,11,"$17,675","$194,427",1,"$25,000",15000
711,20,"$19,910","$398,193",0,"$25,000",15000
712,29,"$20,360","$590,447",0,"$25,000",15000
713,25,"$16,855","$421,380",0,"$25,000",15000
714,34,"$16,084","$546,870",1,"$25,000",15000
715,25,"$17,179","$429,474",0,"$25,000",15000
716,12,"$19,198","$230,372",1,"$25,000",15000
717,19,"$20,477","$389,054",0,"$25,000",15000
718,14,"$21,899","$306,592",0,"$25,000",15000
719,21,"$15,060","$316,255",1,"$25,000",15000
720,29,"$17,611","$510,719",0,"$25,000",15000
721,12,"$19,245","$230,934",0,"$25,000",15000
722,20,"$17,412","$348,247",1,"$25,000",15000
723,25,"$18,411","$460,287",0,"$25,000",15000
724,13,"$18,586","$241,617",1,"$25,000",15000
725,25,"$18,649","$466,222",1,"$25,000",15000
726,22,"$15,475","$340,459",1,"$25,000",15000
727,15,"$18,118","$271,764",1,"$25,000",15000
728,18,"$19,396","$349,133",0,"$25,000",15000
729,14,"$15,271","$213,792",1,"$25,000",15000
730,21,"$17,765","$373,058",0,"$25,000",15000
731,13,"$21,862","$284,210",0,"$25,000",15000
732,39,"$21,991","$857,638",0,"$25,000",15000
733,11,"$21,843","$240,275",0,"$25,000",15000
734,12,"$15,568","$186,811",1,"$25,000",15000
735,15,"$19,606","$294,094",0,"$25,000",15000
736,19,"$16,722","$317,709",1,"$25,000",15000
737,15,"$18,726","$280,892",0,"$25,000",15000
738,21,"$20,297","$426,227",0,"$25,000",15000
739,14,"$16,797","$235,151",1,"$25,000",15000
740,14,"$16,160","$226,246",1,"$25,000",15000
741,38,"$16,926","$643,170",1,"$25,000",15000
742,16,"$18,159","$290,541",0,"$25,000",15000
743,10,"$22,377","$223,771",0,"$25,000",15000
744,10,"$17,536","$175,363",0,"$25,000",15000
745,21,"$16,322","$342,761",1,"$25,000",15000
746,37,"$16,169","$598,248",1,"$25,000",15000
747,13,"$18,364","$238,728",1,"$25,000",15000
748,12,"$17,279","$207,342",0,"$25,000",15000
749,32,"$18,083","$578,652",0,"$25,000",15000
750,32,"$16,699","$534,355",1,"$25,000",15000
751,12,"$19,869","$238,422",1,"$25,000",15000
752,15,"$19,753","$296,292",0,"$25,000",15000
753,41,"$22,062","$904,556",0,"$25,000",15000
754,14,"$18,166","$254,330",0,"$25,000",15000
755,37,"$17,286","$639,588",1,"$25,000",15000
756,16,"$19,731","$315,702",1,"$25,000",15000
757,17,"$16,263","$276,476",0,"$25,000",15000
758,11,"$15,983","$175,814",1,"$25,000",15000
759,11,"$19,107","$210,177",0,"$25,000",15000
760,19,"$21,578","$409,987",0,"$25,000",15000
761,16,"$20,678","$330,851",0,"$25,000",15000
762,20,"$21,084","$421,681",0,"$25,000",15000
763,19,"$20,830","$395,769",0,"$25,000",15000
764,11,"$18,313","$201,448",0,"$25,000",15000
765,19,"$17,917","$340,416",1,"$25,000",15000
766,25,"$19,727","$493,176",1,"$25,000",15000
767,13,"$16,079","$209,022",1,"$25,000",15000
768,10,"$15,727","$157,274",1,"$25,000",15000
769,13,"$20,092","$261,199",0,"$25,000",15000
770,21,"$16,304","$342,378",1,"$25,000",15000
771,16,"$20,639","$330,224",0,"$25,000",15000
772,12,"$17,502","$210,026",0,"$25,000",15000
773,11,"$16,412","$180,531",1,"$25,000",15000
774,15,"$18,771","$281,563",1,"$25,000",15000
775,31,"$21,065","$653,015",0,"$25,000",15000
776,10,"$17,748","$177,478",0,"$25,000",15000
777,38,"$22,495","$854,817",0,"$25,000",15000
778,17,"$16,060","$273,023",1,"$25,000",15000
779,30,"$22,193","$665,805",0,"$25,000",15000
780,10,"$16,975","$169,748",1,"$25,000",15000
781,21,"$18,835","$395,538",0,"$25,000",15000
782,25,"$19,831","$495,785",0,"$25,000",15000
783,20,"$22,213","$444,259",0,"$25,000",15000
784,12,"$19,260","$231,122",1,"$25,000",15000
785,14,"$15,343","$214,797",1,"$25,000",15000
786,26,"$16,986","$441,648",1,"$25,000",15000
787,14,"$22,287","$312,021",0,"$25,000",15000
788,14,"$19,971","$279,593",0,"$25,000",15000
789,10,"$17,227","$172,273",1,"$25,000",15000
790,17,"$19,738","$335,552",0,"$25,000",15000
791,22,"$19,414","$427,098",0,"$25,000",15000
792,37,"$21,355","$790,122",0,"$25,000",15000
793,31,"$22,160","$686,958",0,"$25,000",15000
794,36,"$21,634","$778,841",0,"$25,000",15000
795,29,"$17,854","$517,753",1,"$25,000",15000
796,30,"$17,066","$511,987",1,"$25,000",15000
797,10,"$19,172","$191,724",0,"$25,000",15000
798,25,"$17,052","$426,302",0,"$25,000",15000
799,14,"$18,193","$254,702",1,"$25,000",15000
800,10,"$18,247","$182,473",1,"$25,000",15000
801,24,"$20,799","$499,174",0,"$25,000",15000
802,17,"$20,317","$345,390",0,"$25,000",15000
803,14,"$20,869","$292,165",0,"$25,000",15000
804,12,"$22,063","$264,750",0,"$25,000",15000
805,19,"$17,814","$338,457",1,"$25,000",15000
806,28,"$17,400","$487,189",0,"$25,000",15000
807,32,"$22,457","$718,622",0,"$25,000",15000
808,12,"$15,075","$180,905",1,"$25,000",15000
809,30,"$17,525","$525,745",0,"$25,000",15000
810,13,"$18,163","$236,124",1,"$25,000",15000
811,15,"$16,230","$243,443",1,"$25,000",15000
812,19,"$17,163","$326,091",0,"$25,000",15000
813,24,"$15,451","$370,819",1,"$25,000",15000
814,15,"$19,484","$292,255",0,"$25,000",15000
815,28,"$20,381","$570,673",0,"$25,000",15000
816,30,"$20,719","$621,560",0,"$25,000",15000
817,18,"$15,714","$282,849",1,"$25,000",15000
818,13,"$22,326","$290,233",0,"$25,000",15000
819,25,"$17,550","$438,750",1,"$25,000",15000
820,13,"$17,418","$226,432",0,"$25,000",15000
821,14,"$15,151","$212,120",1,"$25,000",15000
822,25,"$19,990","$499,741",0,"$25,000",15000
823,10,"$20,182","$201,816",0,"$25,000",15000
824,23,"$17,474","$401,897",0,"$25,000",15000
825,28,"$21,389","$598,902",0,"$25,000",15000
826,13,"$16,432","$213,618",1,"$25,000",15000
827,13,"$20,209","$262,715",0,"$25,000",15000
828,33,"$21,582","$712,209",0,"$25,000",15000
829,45,"$18,821","$846,955",1,"$25,000",15000
830,11,"$15,160","$166,759",1,"$25,000",15000
831,28,"$22,137","$619,827",0,"$25,000",15000
832,12,"$15,858","$190,291",1,"$25,000",15000
833,18,"$20,288","$365,188",0,"$25,000",15000
834,16,"$20,737","$331,795",0,"$25,000",15000
835,28,"$17,983","$503,519",1,"$25,000",15000
836,24,"$21,132","$507,172",0,"$25,000",15000
837,10,"$17,055","$170,548",1,"$25,000",15000
838,10,"$15,309","$153,086",1,"$25,000",15000
839,16,"$22,404","$358,467",0,"$25,000",15000
840,13,"$20,953","$272,388",1,"$25,000",15000
841,10,"$17,407","$174,070",0,"$25,000",15000
842,19,"$16,216","$308,106",1,"$25,000",15000
843,17,"$16,784","$285,335",1,"$25,000",15000
844,41,"$21,126","$866,146",0,"$25,000",15000
845,27,"$16,043","$433,171",0,"$25,000",15000
846,23,"$17,246","$396,660",0,"$25,000",15000
847,16,"$15,313","$245,012",1,"$25,000",15000
848,21,"$20,179","$423,754",1,"$25,000",15000
849,14,"$16,516","$231,223",1,"$25,000",15000
850,19,"$21,184","$402,494",0,"$25,000",15000
851,19,"$22,264","$423,010",0,"$25,000",15000
852,17,"$18,620","$316,539",1,"$25,000",15000
853,26,"$21,840","$567,835",0,"$25,000",15000
854,12,"$18,164","$217,964",0,"$25,000",15000
855,19,"$22,396","$425,518",0,"$25,000",15000
856,14,"$21,406","$299,688",0,"$25,000",15000
857,20,"$15,050","$300,995",1,"$25,000",15000
858,28,"$18,366","$514,255",0,"$25,000",15000
859,30,"$20,595","$617,848",1,"$25,000",15000
860,17,"$21,424","$364,201",0,"$25,000",15000
861,10,"$15,222","$152,217",0,"$25,000",15000
862,11,"$20,042","$220,458",0,"$25,000",15000
863,12,"$20,350","$244,199",0,"$25,000",15000
864,30,"$15,940","$478,189",0,"$25,000",15000
865,13,"$20,902","$271,723",0,"$25,000",15000
866,13,"$21,384","$277,994",0,"$25,000",15000
867,24,"$17,213","$413,120",1,"$25,000",15000
868,12,"$16,627","$199,520",1,"$25,000",15000
869,26,"$17,749","$461,482",0,"$25,000",15000
870,32,"$15,671","$501,486",0,"$25,000",15000
871,12,"$18,975","$227,703",1,"$25,000",15000
872,14,"$16,264","$227,691",0,"$25,000",15000
873,26,"$15,363","$399,437",1,"$25,000",15000
874,20,"$21,082","$421,646",0,"$25,000",15000
875,22,"$17,974","$395,423",0,"$25,000",15000
876,15,"$17,271","$259,064",1,"$25,000",15000
877,23,"$17,010","$391,224",1,"$25,000",15000
878,14,"$15,418","$215,849",1,"$25,000",15000
879,10,"$20,935","$209,354",0,"$25,000",15000
880,29,"$21,190","$614,498",0,"$25,000",15000
881,21,"$15,111","$317,330",1,"$25,000",15000
882,11,"$21,985","$241,834",0,"$25,000",15000
883,16,"$16,394","$262,301",1,"$25,000",15000
884,27,"$16,018","$432,484",0,"$25,000",15000
885,18,"$20,319","$365,739",0,"$25,000",15000
886,12,"$15,781","$189,374",1,"$25,000",15000
887,21,"$17,922","$376,363",0,"$25,000",15000
888,27,"$16,431","$443,639",1,"$25,000",15000
889,23,"$18,335","$421,705",0,"$25,000",15000
890,21,"$18,962","$398,205",1,"$25,000",15000
891,14,"$19,177","$268,471",1,"$25,000",15000
892,16,"$19,922","$318,754",0,"$25,000",15000
893,38,"$16,943","$643,844",1,"$25,000",15000
894,34,"$15,790","$536,863",1,"$25,000",15000
895,12,"$16,163","$193,958",1,"$25,000",15000
896,18,"$18,570","$334,269",1,"$25,000",15000
897,21,"$21,299","$447,274",0,"$25,000",15000
898,10,"$20,136","$201,361",0,"$25,000",15000
899,15,"$19,352","$290,284",0,"$25,000",15000
900,13,"$20,348","$264,524",0,"$25,000",15000
901,10,"$20,733","$207,326",1,"$25,000",15000
902,11,"$21,063","$231,691",0,"$25,000",15000
903,17,"$20,810","$353,768",0,"$25,000",15000
904,11,"$16,850","$185,353",1,"$25,000",15000
905,22,"$21,342","$469,531",0,"$25,000",15000
906,12,"$20,536","$246,429",0,"$25,000",15000
907,14,"$20,532","$287,453",0,"$25,000",15000
908,26,"$21,174","$550,522",0,"$25,000",15000
909,10,"$19,144","$191,441",0,"$25,000",15000
910,34,"$15,549","$528,683",1,"$25,000",15000
911,20,"$17,018","$340,365",1,"$25,000",15000
912,29,"$16,938","$491,194",0,"$25,000",15000
913,23,"$22,346","$513,953",0,"$25,000",15000
914,11,"$21,638","$238,023",0,"$25,000",15000
915,13,"$16,137","$209,782",1,"$25,000",15000
916,10,"$15,515","$155,147",1,"$25,000",15000
917,21,"$17,651","$370,679",0,"$25,000",15000
918,14,"$18,849","$263,887",0,"$25,000",15000
919,32,"$18,069","$578,202",0,"$25,000",15000
920,10,"$20,646","$206,457",0,"$25,000",15000
921,14,"$21,885","$306,387",0,"$25,000",15000
922,12,"$21,920","$263,041",0,"$25,000",15000
923,33,"$16,811","$554,748",0,"$25,000",15000
924,12,"$17,003","$204,035",1,"$25,000",15000
925,43,"$21,503","$924,632",0,"$25,000",15000
926,24,"$21,299","$511,187",0,"$25,000",15000
927,12,"$20,618","$247,419",0,"$25,000",15000
928,19,"$15,265","$290,039",0,"$25,000",15000
929,13,"$21,888","$284,543",0,"$25,000",15000
930,22,"$17,315","$380,922",1,"$25,000",15000
931,45,"$18,962","$853,298",0,"$25,000",15000
932,20,"$15,637","$312,740",1,"$25,000",15000
933,16,"$15,330","$245,273",1,"$25,000",15000
934,14,"$19,714","$275,997",1,"$25,000",15000
935,16,"$16,731","$267,701",0,"$25,000",15000
936,27,"$20,230","$546,215",0,"$25,000",15000
937,37,"$21,843","$808,179",0,"$25,000",15000
938,14,"$16,717","$234,038",1,"$25,000",15000
939,10,"$21,267","$212,669",0,"$25,000",15000
940,23,"$17,864","$410,865",0,"$25,000",15000
941,28,"$18,236","$510,617",0,"$25,000",15000
942,35,"$19,867","$695,342",0,"$25,000",15000
943,25,"$18,088","$452,201",1,"$25,000",15000
944,15,"$18,526","$277,891",0,"$25,000",15000
945,16,"$20,984","$335,741",1,"$25,000",15000
946,11,"$21,945","$241,400",0,"$25,000",15000
947,17,"$15,283","$259,817",1,"$25,000",15000
948,17,"$15,372","$261,329",1,"$25,000",15000
949,25,"$17,017","$425,421",0,"$25,000",15000
950,22,"$20,322","$447,074",0,"$25,000",15000
951,30,"$16,089","$482,683",1,"$25,000",15000
952,14,"$22,262","$311,664",0,"$25,000",15000
953,20,"$21,358","$427,163",0,"$25,000",15000
954,13,"$18,762","$243,905",1,"$25,000",15000
955,39,"$19,947","$777,934",0,"$25,000",15000
956,16,"$17,323","$277,164",1,"$25,000",15000
957,12,"$15,096","$181,152",1,"$25,000",15000
958,30,"$20,943","$628,303",0,"$25,000",15000
959,28,"$16,265","$455,416",0,"$25,000",15000
960,14,"$18,299","$256,183",1,"$25,000",15000
961,25,"$15,077","$376,931",1,"$25,000",15000
962,15,"$18,438","$276,570",0,"$25,000",15000
963,40,"$16,485","$659,386",0,"$25,000",15000
964,13,"$15,213","$197,768",1,"$25,000",15000
965,14,"$20,214","$282,992",0,"$25,000",15000
966,15,"$19,690","$295,347",0,"$25,000",15000
967,17,"$17,515","$297,753",1,"$25,000",15000
968,38,"$22,322","$848,218",0,"$25,000",15000
969,13,"$22,463","$292,019",0,"$25,000",15000
970,13,"$19,532","$253,922",0,"$25,000",15000
971,16,"$20,349","$325,586",0,"$25,000",15000
972,27,"$16,941","$457,419",1,"$25,000",15000
973,17,"$15,135","$257,288",1,"$25,000",15000
974,19,"$19,642","$373,200",1,"$25,000",15000
975,37,"$18,597","$688,071",0,"$25,000",15000
976,12,"$17,504","$210,049",1,"$25,000",15000
977,23,"$18,949","$435,822",1,"$25,000",15000
978,25,"$15,807","$395,173",1,"$25,000",15000
979,15,"$19,349","$290,242",1,"$25,000",15000
980,10,"$18,595","$185,950",0,"$25,000",15000
